id,book_name,book_publisher,book_author,book_description,book_desc,book_position,dewy_tenth,col_8,book_seriesno,book_seriesname,book_col11,book_access,book_creator,deleted_at,created_at,updated_at
44,نساك قمران ومخطوطاتهم,مطبعة-دار الراعى الصالح للطباعه والتوريدات - الطبعة الاولى مايو 1999-الثانية -يونية 2014 *رقم الايداع 1999-8422,اعداد-راهب من بريه شهيت *مراجعة نيافة الانبا ايسوذروس,يحتوى على منطقة قمران جغرافيا وتاريخيا وقصة اكتشاف مخطوطات قمران والجذور التاريخية لنساك قمران والمفاهيم الروحيه لنساك قمران ومخطوطات قمران وسلامة العهد القديم ومخطوطات الحياه الخلية لنساك قمران,تاريخ الكنيسة,ر6-ك34,,977-5088-20-8,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
45,نحن واثيوبيا مشوار طويل فى الزمن,مطبعة- شركة الطباعة المصرية *رقم الايداع2002-18929 ,المؤلف-د.انطوان يعقوب ميخائيل,يحتوى على علاقة الود والترابط التى ربطت بين الكنيسة القبطية المصرية وكنيسة اثيوبيا,تاريخ الكنيسة,ر6-ك40,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
46,افاق الهند ,مطبعة-اجنتا اوفست -العدد6 المجلد 6- ديسمبر 1995م,نائب رئيس التحرير- تيكىء براساد, يحتوى على المجلة تتناول العديد من نواحى الجمال فى الهند وتطرقت الى الجمال المتألق فى كنيسة ميداك والمجلة محلاه بعشرات الصور الجميلة كما تناولت المجلة سيرة زعيم قومى انسانى هو عاصف على وسيرة الاستاذ يس، تشاندر سيكار العالم والعديد من المواضيع الفنية والتاريخية,تاريخ الدول(ايران،الاتحاد السوفيتى...الخ),ر47-ك14,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
47,نبض القلوب,اصدار- كنيسة الملاك البحرى - حائق القبة , اعداد- مجموعه من اساقفة وكهنة وخدام,يحتوى على سيرة خادمة ماما -سامية حنين,تراجم علمانيون,ر10-ك43,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
48,نبذة مختصرة عن دير القديسين بجبل الطود بالاقصر,ناقص,ناقص,يحتوى على نبذة مختصره عن انبا بيشاى الناسك بجبل الطور،انبا سورس الاسقف،انبا بسنتاؤس الناسك بجبل ارمنت،انبا يوحنا اسقف ارمنت كما يحتوى على نبذه  مختصره للغايه عن دير القديسين وموقعه.,كنائس واديرة,ر16-ك27,, ,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
49,نبذة عن عمان,مطبعة -دار الكتاب العربى بمصر -القاهرة 1956م,اصدار - مكتب امامة عمان,يحتوى على نبذة عن عمان وبيان باسماء الائمة اللذين حكموا عمان منذ القرن الثانى الهجرى وحتى 1956م,تاريخ الدول(ايران،الاتحاد السوفيتى...الخ),ر47-ك5,,,5,منشورات مكتب امامة عمان,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
50,نبذة عن ثقافة الصين,the overseas chinese affairs office of the state council طبعة -2006*رقم الايداع 2006-130964,the office of chinese language council international,يحتوى على جزاء هاما من الحضارة الانسانية الا وهو ثقافة الصين بلغه سلسة وبسيطة ,تاريخ الدول ايران-الاتحادالسوفيتى,ر47-ك19,,978-7-80200-239-5,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
51,نبذة عن تاريخ الصين,the overseas chinese language counci linternational * رقم الايداع 2006-130966  ,the office of chinese language council international,يحتوى على نبذة عن تاريخ الصين فى التاريخ الطويل للامة الصينية الذى امتد من المجتمع البدائى الى حرب الافيون وحتى قيام الصين الجديدة ,تاريخ الدول ايران-الاتحاد السوفيتى,ر47-ك18,,978-7-80200-237-1,,,سعره 20,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
52,نبذة عن ايبارشية المحلة الكبرى وتوابعها كنيسة الشهيدة رفقة واولادها الخمسة وبسنباط,ناقص,ناقص,تحتوى على النبذة على تاريخ الكنيسة وموقعها والطريق للوصول اليها وسيرة الشهيد ببنوده البنداروى وسيرة القديس توماس الشنذلاتى وسيرة الشهيد اسحق الفراوى والقس يوحنا سمعان ابن عمة وسيرة القس ابانو وسيرة الشهيدة رفقة واولادها الخمسة اغاثو-بطرس-يوحنا-امون-امونه والشهيدين ابيروه واتوم (التعليق نبذة حديثة على شكل مروحه,تراجم سير قديسين,ر7-ك3,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
53,نائب السلطنه المملوكية فى مصر ,مطبعة-الهيئه المصرية العامة للكتاب -طبعة1999* رقم الايداع 1999-10831,اعداد-د.محمد عبد الغنى الاشقر,يحتوى على وظيفة مهمه من وظائف عصر المماليك لم تحظ باهتمام الباحثين وهى وظيفة نائب السلطنة الذى كان ياتى بعد السلطان مباشرة ....الخ,مصر,ر55-ك18,,977-01-6373-2,158,تاريخ المصريين,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
54,ناظر الاله الانجيلى مرقس الرسول القديس والشهيد, مطبعة -الانبا رويس (الاوفست )-العباسية طبعة -ثانية1975م + طبعة اخرى الطبعة الثانية عشر م2010* رقم الايداع 1975-3538,بقلم- صاحب القداسة البابا شنودة الثالث,يحتوى على تاريخ القديس مرقس الرسول وكرازته بمصر وتأسيسه لكرسى مارمرقس السكندرى واستشهاده واول من عينه مارمرقس ليكون خلفا له على الكرسى,تراجم بطاركة,ر3-ك21م1+م2,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
55,ميامر اى مواعظ السروجى,طبعة1905,طبعته الست رومه ميخائيل اثناسوس,هذا الكتاب تمت طباعته وهو ميامر القديس يعقوب السروجى اسقف مدينة سروج وذلك لفائده مشروع المدرسه الاكليريكيه البطريركية والكتبخانه وفيه خطاب فى المقدمه من البابا كيرلس والشماس حبيب جرجس والعديدمن الاسماء شكروا فيه حضرة السيده رومه على طباعة هذا الكتاب القيم والذى يحتوى على العديد من المواعظ الروحية مثل مواضيع تقراء فى الصوم المقدس ومواضيع عن ادم ان كان خلق مائتا او غير مائت وغيرها من المواعظ,مواعظ مختلفه,غير مسجل,32,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
56,مؤرخو مصر الاسلامية ومصادر التاريخ المصرى,مطبعة-الهيئه المصرية العامة للكتاب * رقم الايداع 1999-9669, اعداد-محمد عبد الله عنان,يحتوى على المؤرخون المصريون حتى العصر الفاطمى والمؤرخون المصريون فى العصرالمملوكى حتى العصر الحديث وفى الكتاب يتناول المؤلف بعض اهم الاحداث التى تناولها هؤلاء المؤرخون فى كتابتهم,مصر,ر56-ك32,,977-016250-7,,الاعمال الفكرية,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
57,موسوعة وطنية الكنيسة القبطية وتاريخها المعاصر,مطبعة -شركة هارمونى للطباعه الناشر-مكتبة المحبة -طبعة ثانية مزيدة ومنقحة*رقم الايداع2004-17833,اعداد-الراهب القمص انطونيوس الانطونى,يحتوى على تاريخ من بعد الاباء الرسل حتى نهاية عصر اسرة محمد على -الجزء الاول -تاريخ الكنيسة القبطية والاقباط الفترة ما بعد الاحتلال البريطانى حتى ثورة يوليو(1882-1952م) ,تاريخ الاقباط,ر1-ك1ج0,,,5 اجزاء,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
58,موسوعة وصف مصر ,مطبعة-الهيئة المصرية العامة للكتاب*رقم الايداع2002-14901-مهرجان القراءة للجميع2002-مكتبة الاسرة ,تأليف- علماء االحملة الفرنسية ترجمة -زهير الشايب,يحتوى على المصريون المحدثون ,موسوعة وصف مصر + فرعونيات,ر62-ك1ج1,6,977-01-8072-2,ج1,,سعره 5,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
59,موسوعة من تراث القبط,مطبعة ناشر-دار القديس يوحنا الحبيب للنشر -سانت فاتيما - مصر الجديدة*رقم الايداع 2002-10726,رئيس التحرير-د. سمير فوزى جرجس, يحتوى على الموسوعة ظهرة بمناسبة ميلاد قداسة البابا شنودة الثمانين(80) وذكرى مرور اربعين عاما (40) على سيامته راهبا وواحد واربعين (41) عاما على رسامته اسقف للتعليم وبمناسبة اعتلائه عرش القديس مارمرقس الرسول عام 1971م,تاريخ الاقباط,ر1-ك3ج0,,997-5506-15-8, ج0,,سعره 5.220,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
60,موسوعة مصر الحديثة,اصدار-الهيئه المصرية العامة للكتاب وازة الثقافة مصربالتعاون معworld Book inc-طبعة 1996, رئيس التحرير- سمير سرحان - المحرر - ا.د. على الدين هلال ,يحتوى على الحكومة والنظام السياسى,موسوعة مصر الحديثة ومجلة مصر المحروسة-مجلة ذاكرة مصر ومجلة ايام مصرية,ر64-ك1ج1,15,0-7166-9950-8,ج1,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
61,موسوعة مجلة المعرفة,الناشر-شركة ترادكسيم -العدد الاول صدر بتاريخ 1-4-1971*تصدر كل خميس,رئيس التحرير- شفيق ذهنى , يحتوى على من العدد 1 الى 33 متاح و نواقص عدد34-ومن العدد35 الى 49متاح نواقص عدد50-من العدد51الى عدد72متاح نواقص عدد73-من العدد74 الى131متاح نواقص عدد107-من العدد 132 الى216متاح,موسوعة ومجلة المعرفة+موسوعة العالم اليوم،جوائز ادبية،THE WORLD OF TO.DAY,ر93-ك3,1,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
